timestamp,entry_id,temperature,rh,voltage
2022-12-09T14:31:27Z,124,,,1
2022-12-09T14:40:39Z,125,,,1
2022-12-09T14:42:18Z,126,16,52,
2022-12-09T14:47:15Z,127,16,51,
2022-12-09T14:52:14Z,128,15,53,
2022-12-09T14:55:30Z,129,,,1
2022-12-09T14:57:13Z,130,15,54,
2022-12-09T15:02:12Z,131,14,55,
2022-12-09T15:07:11Z,132,14,56,
2022-12-09T15:15:42Z,133,,,1
2022-12-12T13:28:36Z,134,,,1
2022-12-12T13:29:11Z,135,13,45,
2022-12-12T13:34:07Z,136,12,47,
2022-12-12T13:39:06Z,137,10,50,
2022-12-12T13:44:04Z,138,9,53,
2022-12-12T13:49:03Z,139,9,54,
2022-12-12T13:54:02Z,140,8,55,
2022-12-12T13:59:01Z,141,8,56,
2022-12-12T14:04:01Z,142,8,57,
2022-12-12T14:09:00Z,143,8,57,
2022-12-12T14:13:59Z,144,8,57,
2022-12-12T14:19:01Z,145,8,57,
2022-12-12T14:28:57Z,146,8,58,37
2022-12-12T14:33:56Z,147,8,58,
2022-12-12T14:38:56Z,148,8,58,
2022-12-12T14:43:55Z,149,8,58,
2022-12-12T14:48:54Z,150,8,58,
2022-12-12T14:53:54Z,151,8,58,
2022-12-12T14:58:53Z,152,8,59,
2022-12-12T15:03:52Z,153,8,58,
2022-12-12T15:08:52Z,154,8,59,
2022-12-12T15:13:52Z,155,8,59,
2022-12-12T15:18:51Z,156,8,59,
2022-12-12T15:28:49Z,157,8,59,37
2022-12-12T15:33:48Z,158,8,59,
2022-12-12T15:38:48Z,159,8,59,
2022-12-12T15:43:47Z,160,8,59,
2022-12-12T15:48:46Z,161,8,59,
2022-12-12T15:53:45Z,162,8,59,
2022-12-12T15:58:44Z,163,8,59,
2022-12-12T16:03:44Z,164,8,59,
2022-12-12T16:08:43Z,165,8,59,
2022-12-12T16:13:43Z,166,8,59,
2022-12-12T16:18:42Z,167,8,59,
2022-12-12T16:28:40Z,168,8,59,38
2022-12-12T16:33:41Z,169,8,59,
2022-12-12T16:38:39Z,170,8,59,
2022-12-12T16:43:39Z,171,8,59,
2022-12-12T16:48:37Z,172,8,59,
2022-12-12T16:53:37Z,173,8,59,
2022-12-12T16:58:36Z,174,8,59,
2022-12-12T17:03:35Z,175,8,59,
2022-12-12T17:08:34Z,176,7,59,
2022-12-12T17:13:34Z,177,7,59,
2022-12-12T17:18:33Z,178,7,59,
2022-12-12T17:28:31Z,179,7,59,38
2022-12-12T17:33:31Z,180,7,59,
2022-12-12T17:38:30Z,181,7,59,
2022-12-12T17:43:29Z,182,7,59,
2022-12-12T17:48:29Z,183,7,59,
2022-12-12T17:53:28Z,184,7,59,
2022-12-12T17:58:27Z,185,7,59,
2022-12-12T18:03:26Z,186,7,59,
2022-12-12T18:08:26Z,187,7,59,
2022-12-12T18:13:25Z,188,7,59,
2022-12-12T18:18:24Z,189,7,59,
2022-12-12T18:28:22Z,190,7,59,38
2022-12-12T18:33:22Z,191,7,59,
2022-12-12T18:38:21Z,192,7,59,
2022-12-12T18:43:20Z,193,7,59,
2022-12-12T18:48:20Z,194,7,59,
2022-12-12T18:53:19Z,195,7,59,
2022-12-12T18:58:18Z,196,7,59,
2022-12-12T19:03:18Z,197,7,59,
2022-12-12T19:08:17Z,198,7,59,
2022-12-12T19:13:16Z,199,7,59,
2022-12-12T19:18:16Z,200,7,59,
2022-12-12T19:28:16Z,201,7,59,38
2022-12-12T19:33:13Z,202,7,59,
2022-12-12T19:38:13Z,203,7,60,
2022-12-12T19:43:12Z,204,7,59,
2022-12-12T19:48:11Z,205,7,59,
2022-12-12T19:53:11Z,206,7,59,
2022-12-12T19:58:10Z,207,7,60,
2022-12-12T20:03:09Z,208,7,60,
2022-12-12T20:08:08Z,209,7,59,
2022-12-12T20:13:07Z,210,7,60,
2022-12-12T20:18:07Z,211,7,60,
2022-12-12T20:23:06Z,212,7,60,
2022-12-12T20:28:05Z,213,7,60,
2022-12-12T20:33:04Z,214,6,60,
2022-12-12T20:38:04Z,215,6,60,
2022-12-12T20:43:03Z,216,6,60,
2022-12-12T20:48:02Z,217,6,60,
2022-12-12T20:53:02Z,218,6,60,
2022-12-12T20:58:02Z,219,6,60,
2022-12-12T21:03:00Z,220,6,60,
2022-12-12T21:07:59Z,221,6,60,
2022-12-12T21:12:59Z,222,6,60,
2022-12-12T21:17:59Z,223,6,60,
2022-12-12T21:22:57Z,224,6,60,
2022-12-12T21:27:58Z,225,6,60,
2022-12-12T21:32:56Z,226,6,60,
2022-12-12T21:37:55Z,227,6,60,
2022-12-12T21:42:54Z,228,6,60,
2022-12-12T21:47:53Z,229,6,60,
2022-12-12T21:52:53Z,230,6,60,
2022-12-12T21:57:52Z,231,6,60,
2022-12-12T22:02:51Z,232,6,60,
2022-12-12T22:07:51Z,233,6,60,
2022-12-12T22:12:50Z,234,6,60,
2022-12-12T22:17:50Z,235,6,60,
2022-12-12T22:22:48Z,236,6,60,
2022-12-12T22:27:48Z,237,6,60,
2022-12-12T22:32:47Z,238,6,60,
2022-12-12T22:37:46Z,239,6,60,
2022-12-12T22:42:45Z,240,6,60,
2022-12-12T22:47:45Z,241,6,60,
2022-12-12T22:52:44Z,242,6,60,
2022-12-12T22:57:43Z,243,6,60,
2022-12-12T23:02:43Z,244,6,60,
2022-12-12T23:07:42Z,245,6,60,
2022-12-12T23:12:41Z,246,6,60,
2022-12-12T23:17:41Z,247,6,60,
2022-12-12T23:22:40Z,248,6,60,
2022-12-12T23:27:39Z,249,6,60,
2022-12-12T23:32:38Z,250,6,60,
2022-12-12T23:37:38Z,251,6,61,
2022-12-12T23:42:37Z,252,6,61,
2022-12-12T23:47:36Z,253,6,61,
2022-12-12T23:52:36Z,254,6,61,
2022-12-12T23:57:35Z,255,6,61,
2022-12-13T00:02:34Z,256,6,61,
2022-12-13T00:07:33Z,257,6,61,
2022-12-13T00:12:33Z,258,6,61,
2022-12-13T00:17:32Z,259,6,61,
2022-12-13T00:22:32Z,260,7,60,
2022-12-13T00:27:31Z,261,7,60,
2022-12-13T00:32:31Z,262,7,60,
2022-12-13T00:37:30Z,263,7,60,
2022-12-13T00:42:29Z,264,7,60,
2022-12-13T00:47:30Z,265,7,60,
2022-12-13T00:52:29Z,266,7,60,
2022-12-13T00:57:27Z,267,7,60,
2022-12-13T01:02:27Z,268,7,60,
2022-12-13T01:07:26Z,269,7,60,
2022-12-13T01:12:26Z,270,7,60,
2022-12-13T01:17:25Z,271,7,60,
2022-12-13T01:22:24Z,272,7,59,
2022-12-13T01:27:23Z,273,7,59,
2022-12-13T01:32:22Z,274,7,59,
2022-12-13T01:37:22Z,275,7,59,
2022-12-13T01:42:21Z,276,7,59,
2022-12-13T01:47:20Z,277,7,59,
2022-12-13T01:52:20Z,278,7,59,
2022-12-13T01:57:19Z,279,7,59,
2022-12-13T02:02:18Z,280,7,59,
2022-12-13T02:07:17Z,281,7,59,
2022-12-13T02:12:17Z,282,7,59,
2022-12-13T02:17:16Z,283,7,59,
2022-12-13T02:22:15Z,284,7,59,
2022-12-13T02:27:14Z,285,7,59,
2022-12-13T02:32:14Z,286,7,59,
2022-12-13T02:37:13Z,287,7,59,
2022-12-13T02:42:12Z,288,7,59,
2022-12-13T02:47:11Z,289,7,59,
2022-12-13T02:52:10Z,290,7,58,
2022-12-13T02:57:10Z,291,7,58,
2022-12-13T03:02:09Z,292,7,58,
2022-12-13T03:07:08Z,293,7,58,
2022-12-13T03:12:08Z,294,7,58,
2022-12-13T03:17:07Z,295,7,58,
2022-12-13T03:22:06Z,296,7,58,
2022-12-13T03:27:05Z,297,7,58,
2022-12-13T03:32:04Z,298,7,58,
2022-12-13T03:37:04Z,299,7,58,
2022-12-13T03:42:03Z,300,7,58,
2022-12-13T03:47:02Z,301,7,58,
2022-12-13T03:52:01Z,302,7,58,
2022-12-13T03:57:01Z,303,7,58,
2022-12-13T04:02:00Z,304,7,58,
2022-12-13T04:06:59Z,305,7,58,
2022-12-13T04:11:58Z,306,7,58,
2022-12-13T04:16:58Z,307,7,58,
2022-12-13T04:21:57Z,308,7,58,
2022-12-13T04:26:56Z,309,7,58,
2022-12-13T04:31:56Z,310,7,58,
2022-12-13T04:36:55Z,311,7,58,
2022-12-13T04:41:54Z,312,7,58,
2022-12-13T04:46:53Z,313,7,58,
2022-12-13T04:51:52Z,314,7,58,
2022-12-13T04:56:52Z,315,7,58,
2022-12-13T05:01:51Z,316,6,58,
2022-12-13T05:06:50Z,317,6,58,
2022-12-13T05:11:49Z,318,6,58,
2022-12-13T05:16:49Z,319,6,58,
2022-12-13T05:21:48Z,320,6,58,
2022-12-13T05:26:47Z,321,6,58,
2022-12-13T05:31:46Z,322,6,58,
2022-12-13T05:36:46Z,323,6,58,
2022-12-13T05:41:45Z,324,6,58,
2022-12-13T05:46:44Z,325,6,58,
2022-12-13T05:51:43Z,326,6,58,
2022-12-13T05:56:43Z,327,6,58,
2022-12-13T06:01:42Z,328,6,58,
2022-12-13T06:06:41Z,329,6,58,
2022-12-13T06:11:41Z,330,6,58,
2022-12-13T06:16:40Z,331,6,58,
2022-12-13T06:21:41Z,332,6,58,
2022-12-13T06:26:39Z,333,6,58,
2022-12-13T06:31:38Z,334,6,58,
2022-12-13T06:36:37Z,335,6,58,
2022-12-13T06:41:37Z,336,6,58,
2022-12-13T06:46:36Z,337,6,58,
2022-12-13T06:51:35Z,338,6,58,
2022-12-13T06:56:34Z,339,6,58,
2022-12-13T07:01:33Z,340,6,58,
2022-12-13T07:06:33Z,341,6,58,
2022-12-13T07:11:32Z,342,6,58,
2022-12-13T07:16:31Z,343,6,58,
2022-12-13T07:21:30Z,344,6,58,
2022-12-13T07:26:30Z,345,6,58,
2022-12-13T07:31:29Z,346,6,59,
2022-12-13T07:36:29Z,347,6,59,
2022-12-13T07:41:28Z,348,6,59,
2022-12-13T07:46:27Z,349,6,59,
2022-12-13T07:51:27Z,350,6,59,
2022-12-13T07:56:26Z,351,6,59,
2022-12-13T08:01:25Z,352,6,59,
2022-12-13T08:06:24Z,353,6,59,
2022-12-13T08:11:24Z,354,7,59,
2022-12-13T08:16:23Z,355,7,58,
2022-12-13T08:21:23Z,356,7,58,
2022-12-13T08:26:22Z,357,7,58,
2022-12-13T08:31:21Z,358,7,58,
2022-12-13T08:36:20Z,359,7,58,
2022-12-13T08:41:20Z,360,7,58,
2022-12-13T08:46:19Z,361,7,58,
2022-12-13T08:51:18Z,362,7,58,
2022-12-13T08:56:17Z,363,7,58,
2022-12-13T09:01:18Z,364,7,58,
2022-12-13T09:06:16Z,365,7,58,
2022-12-13T09:11:15Z,366,7,58,
2022-12-13T09:16:15Z,367,7,58,
2022-12-13T09:21:14Z,368,7,57,
2022-12-13T09:26:13Z,369,7,57,
2022-12-13T09:31:12Z,370,7,57,
2022-12-13T09:36:12Z,371,7,57,
2022-12-13T09:41:11Z,372,7,57,
2022-12-13T09:46:10Z,373,7,57,
2022-12-13T09:51:11Z,374,7,57,
2022-12-13T09:56:09Z,375,7,57,
2022-12-13T10:01:08Z,376,7,57,
2022-12-13T10:06:08Z,377,7,57,
2022-12-13T10:11:07Z,378,7,57,
2022-12-13T10:16:07Z,379,7,56,
2022-12-13T10:21:05Z,380,7,57,
2022-12-13T10:26:04Z,381,7,56,
2022-12-13T10:31:03Z,382,7,57,
2022-12-13T10:36:03Z,383,7,57,
2022-12-13T10:41:02Z,384,7,57,
2022-12-13T10:46:01Z,385,7,56,
2022-12-13T10:51:00Z,386,7,56,
2022-12-13T10:55:59Z,387,7,57,
2022-12-13T11:00:59Z,388,7,57,
2022-12-13T11:05:58Z,389,7,57,
2022-12-13T11:10:57Z,390,7,57,
2022-12-13T11:15:57Z,391,7,57,
2022-12-13T11:20:56Z,392,7,56,
2022-12-13T11:25:55Z,393,7,57,
2022-12-13T11:30:54Z,394,7,57,
2022-12-13T11:35:54Z,395,7,57,
2022-12-13T11:40:53Z,396,7,57,
2022-12-13T11:45:52Z,397,7,57,
2022-12-13T11:50:51Z,398,7,57,
2022-12-13T11:55:51Z,399,7,57,
2022-12-13T12:00:50Z,400,7,57,
2022-12-13T12:05:49Z,401,7,57,
2022-12-13T12:10:49Z,402,7,57,
2022-12-13T12:15:48Z,403,7,57,
2022-12-13T12:20:47Z,404,7,57,
2022-12-13T12:25:46Z,405,7,57,
2022-12-13T12:30:46Z,406,7,57,
2022-12-13T12:35:45Z,407,7,57,
2022-12-13T12:40:44Z,408,7,57,
2022-12-13T12:45:44Z,409,7,57,
2022-12-13T12:50:43Z,410,7,57,
2022-12-13T12:55:42Z,411,7,57,
2022-12-13T13:00:41Z,412,7,57,
2022-12-13T13:05:40Z,413,7,57,
2022-12-13T13:10:40Z,414,7,57,
2022-12-13T13:15:39Z,415,7,57,
2022-12-13T13:20:38Z,416,7,57,
2022-12-13T13:25:37Z,417,7,57,
2022-12-13T13:30:37Z,418,7,57,
2022-12-13T13:35:36Z,419,7,57,
2022-12-13T13:40:36Z,420,7,57,
2022-12-13T13:45:35Z,421,7,57,
2022-12-13T13:50:34Z,422,7,57,
2022-12-13T13:55:33Z,423,7,57,
2022-12-13T14:00:32Z,424,7,57,
2022-12-13T14:05:32Z,425,7,57,
2022-12-13T14:10:31Z,426,7,57,
2022-12-13T14:15:30Z,427,7,57,
2022-12-13T14:20:29Z,428,7,57,
2022-12-13T14:25:29Z,429,7,57,
2022-12-13T14:30:28Z,430,7,57,
2022-12-13T14:35:27Z,431,7,58,
2022-12-13T14:40:27Z,432,6,58,
2022-12-13T14:45:26Z,433,6,58,
2022-12-13T14:50:25Z,434,6,58,
2022-12-13T14:55:24Z,435,6,57,
2022-12-13T15:00:23Z,436,6,58,
2022-12-13T15:05:22Z,437,6,58,
2022-12-13T15:10:22Z,438,6,58,
2022-12-13T15:15:21Z,439,6,58,
2022-12-13T15:20:20Z,440,6,58,
2022-12-13T15:25:19Z,441,6,58,
2022-12-13T15:30:19Z,442,6,58,
2022-12-13T15:35:18Z,443,6,58,
