timestamp,temperature,rh,original-timestamp
2023-01-18T18:34:00Z,8,53,18/01/2023 18:34
2023-01-18T18:39:00Z,8,53,18/01/2023 18:39
2023-01-18T18:44:00Z,8,53,18/01/2023 18:44
2023-01-18T18:49:00Z,8,53,18/01/2023 18:49
2023-01-18T18:54:00Z,8,53,18/01/2023 18:54
2023-01-18T18:59:00Z,8,53,18/01/2023 18:59
2023-01-18T19:04:00Z,8,53,18/01/2023 19:04
2023-01-18T19:09:00Z,8,53,18/01/2023 19:09
2023-01-18T19:14:00Z,8,53,18/01/2023 19:14
2023-01-18T19:19:00Z,8,53,18/01/2023 19:19
2023-01-18T19:24:00Z,8,53,18/01/2023 19:24
2023-01-18T19:29:00Z,8,53,18/01/2023 19:29
2023-01-18T19:34:00Z,8,54,18/01/2023 19:34
2023-01-18T19:39:00Z,8,54,18/01/2023 19:39
2023-01-18T19:44:00Z,8,54,18/01/2023 19:44
2023-01-18T19:49:00Z,8,54,18/01/2023 19:49
2023-01-18T19:54:00Z,8,54,18/01/2023 19:54
2023-01-18T19:59:00Z,8,54,18/01/2023 19:59
2023-01-18T20:04:00Z,8,54,18/01/2023 20:04
2023-01-18T20:09:00Z,7,54,18/01/2023 20:09
2023-01-18T20:14:00Z,7,54,18/01/2023 20:14
2023-01-18T20:19:00Z,7,54,18/01/2023 20:19
2023-01-18T20:24:00Z,7,54,18/01/2023 20:24
2023-01-18T20:29:00Z,7,54,18/01/2023 20:29
2023-01-18T20:34:00Z,7,54,18/01/2023 20:34
2023-01-18T20:39:00Z,7,54,18/01/2023 20:39
2023-01-18T20:44:00Z,7,54,18/01/2023 20:44
2023-01-18T20:49:00Z,7,54,18/01/2023 20:49
2023-01-18T20:54:00Z,7,54,18/01/2023 20:54
2023-01-18T20:59:00Z,7,54,18/01/2023 20:59
2023-01-18T21:04:00Z,7,54,18/01/2023 21:04
2023-01-18T21:09:00Z,7,54,18/01/2023 21:09
2023-01-18T21:14:00Z,7,54,18/01/2023 21:14
2023-01-18T21:19:00Z,7,54,18/01/2023 21:19
2023-01-18T21:24:00Z,7,54,18/01/2023 21:24
2023-01-18T21:29:00Z,7,54,18/01/2023 21:29
2023-01-18T21:34:00Z,7,54,18/01/2023 21:34
2023-01-18T21:39:00Z,7,54,18/01/2023 21:39
2023-01-18T21:44:00Z,7,54,18/01/2023 21:44
2023-01-18T21:49:00Z,7,54,18/01/2023 21:49
2023-01-18T21:54:00Z,7,54,18/01/2023 21:54
2023-01-18T21:59:00Z,7,54,18/01/2023 21:59
2023-01-18T22:04:00Z,7,53,18/01/2023 22:04
2023-01-18T22:09:00Z,7,53,18/01/2023 22:09
2023-01-18T22:14:00Z,7,53,18/01/2023 22:14
2023-01-18T22:19:00Z,7,53,18/01/2023 22:19
2023-01-18T22:24:00Z,7,53,18/01/2023 22:24
2023-01-18T22:29:00Z,7,53,18/01/2023 22:29
2023-01-18T22:34:00Z,7,53,18/01/2023 22:34
2023-01-18T22:39:00Z,7,53,18/01/2023 22:39
2023-01-18T22:44:00Z,7,53,18/01/2023 22:44
2023-01-18T22:49:00Z,7,53,18/01/2023 22:49
2023-01-18T22:54:00Z,7,53,18/01/2023 22:54
2023-01-18T22:59:00Z,7,53,18/01/2023 22:59
2023-01-18T23:04:00Z,7,54,18/01/2023 23:04
2023-01-18T23:09:00Z,7,54,18/01/2023 23:09
2023-01-18T23:14:00Z,7,54,18/01/2023 23:14
2023-01-18T23:19:00Z,7,54,18/01/2023 23:19
2023-01-18T23:24:00Z,7,54,18/01/2023 23:24
2023-01-18T23:29:00Z,7,54,18/01/2023 23:29
2023-01-18T23:34:00Z,7,54,18/01/2023 23:34
2023-01-18T23:39:00Z,7,54,18/01/2023 23:39
2023-01-18T23:44:00Z,7,54,18/01/2023 23:44
2023-01-18T23:49:00Z,7,54,18/01/2023 23:49
2023-01-18T23:54:00Z,7,54,18/01/2023 23:54
2023-01-18T23:59:00Z,7,54,18/01/2023 23:59
2023-01-19T00:04:00Z,7,54,19/01/2023 00:04
2023-01-19T00:09:00Z,7,54,19/01/2023 00:09
2023-01-19T00:14:00Z,7,54,19/01/2023 00:14
2023-01-19T00:19:00Z,7,54,19/01/2023 00:19
2023-01-19T00:24:00Z,7,54,19/01/2023 00:24
2023-01-19T00:29:00Z,7,54,19/01/2023 00:29
2023-01-19T00:34:00Z,7,54,19/01/2023 00:34
2023-01-19T00:39:00Z,7,54,19/01/2023 00:39
2023-01-19T00:44:00Z,7,54,19/01/2023 00:44
2023-01-19T00:49:00Z,7,54,19/01/2023 00:49
2023-01-19T00:54:00Z,7,54,19/01/2023 00:54
2023-01-19T00:59:00Z,7,54,19/01/2023 00:59
2023-01-19T01:04:00Z,7,55,19/01/2023 01:04
2023-01-19T01:09:00Z,7,54,19/01/2023 01:09
2023-01-19T01:14:00Z,7,54,19/01/2023 01:14
2023-01-19T01:19:00Z,7,54,19/01/2023 01:19
2023-01-19T01:24:00Z,7,54,19/01/2023 01:24
2023-01-19T01:29:00Z,7,54,19/01/2023 01:29
2023-01-19T01:34:00Z,7,54,19/01/2023 01:34
2023-01-19T01:39:00Z,7,54,19/01/2023 01:39
2023-01-19T01:44:00Z,7,53,19/01/2023 01:44
2023-01-19T01:49:00Z,7,54,19/01/2023 01:49
2023-01-19T01:54:00Z,7,54,19/01/2023 01:54
2023-01-19T01:59:00Z,7,54,19/01/2023 01:59
2023-01-19T02:04:00Z,7,54,19/01/2023 02:04
2023-01-19T02:09:00Z,7,54,19/01/2023 02:09
2023-01-19T02:14:00Z,7,54,19/01/2023 02:14
2023-01-19T02:19:00Z,7,54,19/01/2023 02:19
2023-01-19T02:24:00Z,7,54,19/01/2023 02:24
2023-01-19T02:29:00Z,7,54,19/01/2023 02:29
2023-01-19T02:34:00Z,7,54,19/01/2023 02:34
2023-01-19T02:39:00Z,7,54,19/01/2023 02:39
2023-01-19T02:44:00Z,7,54,19/01/2023 02:44
2023-01-19T02:49:00Z,7,54,19/01/2023 02:49
2023-01-19T02:54:00Z,7,54,19/01/2023 02:54
2023-01-19T02:59:00Z,7,54,19/01/2023 02:59
2023-01-19T03:04:00Z,7,54,19/01/2023 03:04
2023-01-19T03:09:00Z,7,54,19/01/2023 03:09
2023-01-19T03:14:00Z,7,54,19/01/2023 03:14
2023-01-19T03:19:00Z,7,54,19/01/2023 03:19
2023-01-19T03:24:00Z,7,54,19/01/2023 03:24
2023-01-19T03:29:00Z,7,54,19/01/2023 03:29
2023-01-19T03:34:00Z,7,54,19/01/2023 03:34
2023-01-19T03:39:00Z,7,54,19/01/2023 03:39
2023-01-19T03:44:00Z,7,55,19/01/2023 03:44
2023-01-19T03:49:00Z,7,55,19/01/2023 03:49
2023-01-19T03:54:00Z,7,54,19/01/2023 03:54
2023-01-19T03:59:00Z,7,55,19/01/2023 03:59
2023-01-19T04:04:00Z,7,55,19/01/2023 04:04
2023-01-19T04:09:00Z,7,55,19/01/2023 04:09
2023-01-19T04:14:00Z,7,55,19/01/2023 04:14
2023-01-19T04:19:00Z,7,55,19/01/2023 04:19
2023-01-19T04:24:00Z,7,55,19/01/2023 04:24
2023-01-19T04:29:00Z,7,55,19/01/2023 04:29
2023-01-19T04:34:00Z,7,55,19/01/2023 04:34
2023-01-19T04:39:00Z,7,55,19/01/2023 04:39
2023-01-19T04:44:00Z,7,54,19/01/2023 04:44
2023-01-19T04:49:00Z,7,54,19/01/2023 04:49
2023-01-19T04:54:00Z,7,54,19/01/2023 04:54
2023-01-19T04:59:00Z,7,54,19/01/2023 04:59
2023-01-19T05:04:00Z,7,54,19/01/2023 05:04
2023-01-19T05:09:00Z,7,54,19/01/2023 05:09
2023-01-19T05:14:00Z,7,54,19/01/2023 05:14
2023-01-19T05:19:00Z,7,54,19/01/2023 05:19
2023-01-19T05:24:00Z,7,54,19/01/2023 05:24
2023-01-19T05:29:00Z,7,54,19/01/2023 05:29
2023-01-19T05:34:00Z,7,54,19/01/2023 05:34
2023-01-19T05:39:00Z,7,54,19/01/2023 05:39
2023-01-19T05:44:00Z,7,54,19/01/2023 05:44
2023-01-19T05:49:00Z,7,54,19/01/2023 05:49
2023-01-19T05:54:00Z,7,54,19/01/2023 05:54
2023-01-19T05:59:00Z,7,54,19/01/2023 05:59
2023-01-19T06:04:00Z,7,54,19/01/2023 06:04
2023-01-19T06:09:00Z,7,54,19/01/2023 06:09
2023-01-19T06:14:00Z,7,54,19/01/2023 06:14
2023-01-19T06:19:00Z,7,54,19/01/2023 06:19
2023-01-19T06:24:00Z,7,54,19/01/2023 06:24
2023-01-19T06:29:00Z,7,54,19/01/2023 06:29
2023-01-19T06:34:00Z,7,54,19/01/2023 06:34
2023-01-19T06:39:00Z,7,54,19/01/2023 06:39
2023-01-19T06:44:00Z,7,54,19/01/2023 06:44
2023-01-19T06:49:00Z,7,54,19/01/2023 06:49
2023-01-19T06:54:00Z,7,55,19/01/2023 06:54
2023-01-19T06:59:00Z,7,55,19/01/2023 06:59
2023-01-19T07:04:00Z,7,55,19/01/2023 07:04
2023-01-19T07:09:00Z,7,55,19/01/2023 07:09
2023-01-19T07:14:00Z,7,55,19/01/2023 07:14
2023-01-19T07:19:00Z,7,55,19/01/2023 07:19
2023-01-19T07:24:00Z,7,55,19/01/2023 07:24
2023-01-19T07:29:00Z,7,55,19/01/2023 07:29
2023-01-19T07:34:00Z,7,55,19/01/2023 07:34
2023-01-19T07:39:00Z,7,55,19/01/2023 07:39
2023-01-19T07:44:00Z,7,55,19/01/2023 07:44
2023-01-19T07:49:00Z,6,55,19/01/2023 07:49
2023-01-19T07:54:00Z,6,55,19/01/2023 07:54
2023-01-19T07:59:00Z,6,55,19/01/2023 07:59
2023-01-19T08:04:00Z,7,55,19/01/2023 08:04
2023-01-19T08:09:00Z,7,54,19/01/2023 08:09
2023-01-19T08:14:00Z,7,54,19/01/2023 08:14
2023-01-19T08:19:00Z,7,54,19/01/2023 08:19
2023-01-19T08:24:00Z,7,54,19/01/2023 08:24
2023-01-19T08:29:00Z,7,54,19/01/2023 08:29
2023-01-19T08:34:00Z,7,54,19/01/2023 08:34
2023-01-19T08:39:00Z,7,54,19/01/2023 08:39
2023-01-19T08:44:00Z,7,54,19/01/2023 08:44
2023-01-19T08:49:00Z,7,54,19/01/2023 08:49
2023-01-19T08:54:00Z,7,54,19/01/2023 08:54
2023-01-19T08:59:00Z,7,54,19/01/2023 08:59
2023-01-19T09:04:00Z,7,54,19/01/2023 09:04
2023-01-19T09:09:00Z,7,54,19/01/2023 09:09
2023-01-19T09:14:00Z,7,54,19/01/2023 09:14
2023-01-19T09:19:00Z,7,54,19/01/2023 09:19
2023-01-19T09:24:00Z,7,54,19/01/2023 09:24
2023-01-19T09:29:00Z,7,54,19/01/2023 09:29
2023-01-19T09:34:00Z,7,54,19/01/2023 09:34
2023-01-19T09:39:00Z,7,54,19/01/2023 09:39
2023-01-19T09:44:00Z,7,54,19/01/2023 09:44
2023-01-19T09:49:00Z,7,54,19/01/2023 09:49
2023-01-19T09:54:00Z,7,54,19/01/2023 09:54
2023-01-19T09:59:00Z,7,55,19/01/2023 09:59
2023-01-19T10:04:00Z,7,55,19/01/2023 10:04
2023-01-19T10:09:00Z,7,54,19/01/2023 10:09
2023-01-19T10:14:00Z,7,55,19/01/2023 10:14
2023-01-19T10:19:00Z,7,54,19/01/2023 10:19
2023-01-19T10:24:00Z,7,54,19/01/2023 10:24
2023-01-19T10:29:00Z,7,54,19/01/2023 10:29
2023-01-19T10:34:00Z,7,54,19/01/2023 10:34
2023-01-19T10:39:00Z,7,54,19/01/2023 10:39
2023-01-19T10:44:00Z,7,54,19/01/2023 10:44
2023-01-19T10:49:00Z,7,55,19/01/2023 10:49
2023-01-19T10:54:00Z,7,55,19/01/2023 10:54
2023-01-19T10:59:00Z,7,54,19/01/2023 10:59
2023-01-19T11:04:00Z,7,54,19/01/2023 11:04
2023-01-19T11:09:00Z,7,55,19/01/2023 11:09
2023-01-19T11:14:00Z,7,54,19/01/2023 11:14
2023-01-19T11:19:00Z,7,54,19/01/2023 11:19
2023-01-19T11:24:00Z,7,54,19/01/2023 11:24
2023-01-19T11:29:00Z,7,54,19/01/2023 11:29
2023-01-19T11:34:00Z,7,54,19/01/2023 11:34
2023-01-19T11:39:00Z,7,54,19/01/2023 11:39
2023-01-19T11:44:00Z,7,53,19/01/2023 11:44
2023-01-19T11:49:00Z,7,53,19/01/2023 11:49
2023-01-19T11:54:00Z,7,53,19/01/2023 11:54
2023-01-19T11:59:00Z,7,53,19/01/2023 11:59
2023-01-19T12:04:00Z,7,54,19/01/2023 12:04
2023-01-19T12:09:00Z,7,54,19/01/2023 12:09
2023-01-19T12:14:00Z,7,54,19/01/2023 12:14
2023-01-19T12:19:00Z,7,54,19/01/2023 12:19
2023-01-19T12:24:00Z,7,54,19/01/2023 12:24
2023-01-19T12:29:00Z,7,54,19/01/2023 12:29
2023-01-19T12:34:00Z,7,54,19/01/2023 12:34
2023-01-19T12:39:00Z,7,54,19/01/2023 12:39
2023-01-19T12:44:00Z,7,54,19/01/2023 12:44
2023-01-19T12:49:00Z,7,54,19/01/2023 12:49
2023-01-19T12:54:00Z,7,54,19/01/2023 12:54
2023-01-19T12:59:00Z,7,54,19/01/2023 12:59
2023-01-19T13:04:00Z,7,54,19/01/2023 13:04
2023-01-19T13:09:00Z,7,54,19/01/2023 13:09
2023-01-19T13:14:00Z,7,54,19/01/2023 13:14
2023-01-19T13:19:00Z,7,54,19/01/2023 13:19
2023-01-19T13:24:00Z,7,54,19/01/2023 13:24
2023-01-19T13:29:00Z,7,54,19/01/2023 13:29
2023-01-19T13:34:00Z,7,54,19/01/2023 13:34
2023-01-19T13:39:00Z,7,54,19/01/2023 13:39
2023-01-19T13:44:00Z,7,54,19/01/2023 13:44
2023-01-19T13:49:00Z,7,54,19/01/2023 13:49
2023-01-19T13:54:00Z,7,54,19/01/2023 13:54
2023-01-19T13:59:00Z,7,54,19/01/2023 13:59
2023-01-19T14:04:00Z,7,54,19/01/2023 14:04
2023-01-19T14:09:00Z,7,54,19/01/2023 14:09
2023-01-19T14:14:00Z,7,54,19/01/2023 14:14
2023-01-19T14:19:00Z,7,54,19/01/2023 14:19
2023-01-19T14:24:00Z,7,54,19/01/2023 14:24
2023-01-19T14:29:00Z,7,54,19/01/2023 14:29
2023-01-19T14:34:00Z,7,54,19/01/2023 14:34
2023-01-19T14:39:00Z,7,54,19/01/2023 14:39
2023-01-19T14:44:00Z,7,54,19/01/2023 14:44
2023-01-19T14:49:00Z,7,53,19/01/2023 14:49
2023-01-19T14:54:00Z,7,53,19/01/2023 14:54
2023-01-19T14:59:00Z,7,53,19/01/2023 14:59
2023-01-19T15:04:00Z,7,53,19/01/2023 15:04
2023-01-19T15:09:00Z,7,53,19/01/2023 15:09
2023-01-19T15:14:00Z,7,53,19/01/2023 15:14
2023-01-19T15:19:00Z,7,53,19/01/2023 15:19
2023-01-19T15:24:00Z,7,53,19/01/2023 15:24
2023-01-19T15:29:00Z,7,53,19/01/2023 15:29
2023-01-19T15:34:00Z,7,53,19/01/2023 15:34
2023-01-19T15:39:00Z,7,54,19/01/2023 15:39
2023-01-19T15:44:00Z,7,54,19/01/2023 15:44
2023-01-19T15:49:00Z,7,54,19/01/2023 15:49
2023-01-19T15:54:00Z,7,54,19/01/2023 15:54
2023-01-19T15:59:00Z,7,54,19/01/2023 15:59
2023-01-19T16:04:00Z,7,54,19/01/2023 16:04
2023-01-19T16:09:00Z,7,54,19/01/2023 16:09
2023-01-19T16:14:00Z,7,54,19/01/2023 16:14
2023-01-19T16:19:00Z,7,54,19/01/2023 16:19
2023-01-19T16:24:00Z,7,54,19/01/2023 16:24
2023-01-19T16:29:00Z,7,54,19/01/2023 16:29
2023-01-19T16:34:00Z,7,54,19/01/2023 16:34
2023-01-19T16:39:00Z,7,54,19/01/2023 16:39
2023-01-19T16:44:00Z,7,54,19/01/2023 16:44
2023-01-19T16:49:00Z,7,54,19/01/2023 16:49
2023-01-19T16:54:00Z,7,54,19/01/2023 16:54
2023-01-19T16:59:00Z,7,54,19/01/2023 16:59
2023-01-19T17:04:00Z,7,54,19/01/2023 17:04
2023-01-19T17:09:00Z,7,54,19/01/2023 17:09
2023-01-19T17:14:00Z,7,55,19/01/2023 17:14
2023-01-19T17:19:00Z,7,55,19/01/2023 17:19
2023-01-19T17:24:00Z,7,55,19/01/2023 17:24
2023-01-19T17:29:00Z,7,55,19/01/2023 17:29
2023-01-19T17:34:00Z,7,55,19/01/2023 17:34
2023-01-19T17:39:00Z,7,55,19/01/2023 17:39
2023-01-19T17:44:00Z,7,55,19/01/2023 17:44
2023-01-19T17:49:00Z,7,55,19/01/2023 17:49
2023-01-19T17:54:00Z,7,55,19/01/2023 17:54
2023-01-19T17:59:00Z,7,54,19/01/2023 17:59
2023-01-19T18:04:00Z,7,54,19/01/2023 18:04
2023-01-19T18:09:00Z,7,54,19/01/2023 18:09
2023-01-19T18:14:00Z,7,54,19/01/2023 18:14
2023-01-19T18:19:00Z,7,54,19/01/2023 18:19
2023-01-19T18:24:00Z,7,54,19/01/2023 18:24
2023-01-19T18:29:00Z,7,54,19/01/2023 18:29
2023-01-19T18:34:00Z,7,54,19/01/2023 18:34
2023-01-19T18:39:00Z,7,54,19/01/2023 18:39
2023-01-19T18:44:00Z,7,54,19/01/2023 18:44
2023-01-19T18:49:00Z,7,54,19/01/2023 18:49
2023-01-19T18:54:00Z,7,54,19/01/2023 18:54
2023-01-19T18:59:00Z,7,54,19/01/2023 18:59
2023-01-19T19:04:00Z,7,54,19/01/2023 19:04
2023-01-19T19:09:00Z,7,54,19/01/2023 19:09
2023-01-19T19:14:00Z,7,54,19/01/2023 19:14
2023-01-19T19:19:00Z,7,54,19/01/2023 19:19
2023-01-19T19:24:00Z,7,54,19/01/2023 19:24
2023-01-19T19:29:00Z,7,55,19/01/2023 19:29
2023-01-19T19:34:00Z,7,54,19/01/2023 19:34
2023-01-19T19:39:00Z,7,55,19/01/2023 19:39
2023-01-19T19:44:00Z,7,55,19/01/2023 19:44
2023-01-19T19:49:00Z,7,55,19/01/2023 19:49
2023-01-19T19:54:00Z,7,55,19/01/2023 19:54
2023-01-19T19:59:00Z,7,55,19/01/2023 19:59
2023-01-19T20:04:00Z,7,55,19/01/2023 20:04
2023-01-19T20:09:00Z,7,55,19/01/2023 20:09
2023-01-19T20:14:00Z,7,55,19/01/2023 20:14
2023-01-19T20:19:00Z,7,55,19/01/2023 20:19
2023-01-19T20:24:00Z,7,55,19/01/2023 20:24
2023-01-19T20:29:00Z,7,55,19/01/2023 20:29
2023-01-19T20:34:00Z,7,55,19/01/2023 20:34
2023-01-19T20:39:00Z,7,55,19/01/2023 20:39
2023-01-19T20:44:00Z,7,55,19/01/2023 20:44
2023-01-19T20:49:00Z,7,55,19/01/2023 20:49
2023-01-19T20:54:00Z,7,55,19/01/2023 20:54
2023-01-19T20:59:00Z,7,55,19/01/2023 20:59
2023-01-19T21:04:00Z,7,55,19/01/2023 21:04
2023-01-19T21:09:00Z,7,55,19/01/2023 21:09
2023-01-19T21:14:00Z,7,55,19/01/2023 21:14
2023-01-19T21:19:00Z,7,55,19/01/2023 21:19
2023-01-19T21:24:00Z,7,55,19/01/2023 21:24
2023-01-19T21:29:00Z,7,55,19/01/2023 21:29
2023-01-19T21:34:00Z,7,55,19/01/2023 21:34
2023-01-19T21:39:00Z,7,55,19/01/2023 21:39
2023-01-19T21:44:00Z,7,55,19/01/2023 21:44
2023-01-19T21:49:00Z,7,55,19/01/2023 21:49
2023-01-19T21:54:00Z,7,55,19/01/2023 21:54
2023-01-19T21:59:00Z,7,55,19/01/2023 21:59
2023-01-19T22:04:00Z,7,55,19/01/2023 22:04
2023-01-19T22:09:00Z,7,55,19/01/2023 22:09
2023-01-19T22:14:00Z,7,55,19/01/2023 22:14
2023-01-19T22:19:00Z,7,55,19/01/2023 22:19
2023-01-19T22:24:00Z,7,55,19/01/2023 22:24
2023-01-19T22:29:00Z,7,55,19/01/2023 22:29
2023-01-19T22:34:00Z,7,55,19/01/2023 22:34
2023-01-19T22:39:00Z,7,55,19/01/2023 22:39
2023-01-19T22:44:00Z,7,55,19/01/2023 22:44
2023-01-19T22:49:00Z,7,55,19/01/2023 22:49
2023-01-19T22:54:00Z,7,55,19/01/2023 22:54
2023-01-19T22:59:00Z,7,55,19/01/2023 22:59
2023-01-19T23:04:00Z,7,55,19/01/2023 23:04
2023-01-19T23:09:00Z,7,55,19/01/2023 23:09
2023-01-19T23:14:00Z,7,55,19/01/2023 23:14
2023-01-19T23:19:00Z,7,55,19/01/2023 23:19
2023-01-19T23:24:00Z,7,55,19/01/2023 23:24
2023-01-19T23:29:00Z,7,55,19/01/2023 23:29
2023-01-19T23:34:00Z,7,55,19/01/2023 23:34
2023-01-19T23:39:00Z,7,56,19/01/2023 23:39
2023-01-19T23:44:00Z,7,56,19/01/2023 23:44
2023-01-19T23:49:00Z,7,56,19/01/2023 23:49
2023-01-19T23:54:00Z,7,56,19/01/2023 23:54
2023-01-19T23:59:00Z,7,56,19/01/2023 23:59
2023-01-20T00:04:00Z,7,56,20/01/2023 00:04
2023-01-20T00:09:00Z,7,56,20/01/2023 00:09
2023-01-20T00:14:00Z,7,56,20/01/2023 00:14
2023-01-20T00:19:00Z,7,56,20/01/2023 00:19
2023-01-20T00:24:00Z,7,56,20/01/2023 00:24
2023-01-20T00:29:00Z,7,56,20/01/2023 00:29
2023-01-20T00:34:00Z,7,56,20/01/2023 00:34
2023-01-20T00:39:00Z,7,56,20/01/2023 00:39
2023-01-20T00:44:00Z,7,56,20/01/2023 00:44
2023-01-20T00:49:00Z,7,55,20/01/2023 00:49
2023-01-20T00:54:00Z,7,55,20/01/2023 00:54
2023-01-20T00:59:00Z,7,55,20/01/2023 00:59
2023-01-20T01:04:00Z,7,55,20/01/2023 01:04
2023-01-20T01:09:00Z,7,55,20/01/2023 01:09
2023-01-20T01:14:00Z,7,55,20/01/2023 01:14
2023-01-20T01:19:00Z,7,55,20/01/2023 01:19
2023-01-20T01:24:00Z,7,55,20/01/2023 01:24
2023-01-20T01:29:00Z,7,55,20/01/2023 01:29
2023-01-20T01:34:00Z,7,55,20/01/2023 01:34
2023-01-20T01:39:00Z,7,55,20/01/2023 01:39
2023-01-20T01:44:00Z,7,55,20/01/2023 01:44
2023-01-20T01:49:00Z,7,55,20/01/2023 01:49
2023-01-20T01:54:00Z,7,55,20/01/2023 01:54
2023-01-20T01:59:00Z,7,55,20/01/2023 01:59
2023-01-20T02:04:00Z,7,55,20/01/2023 02:04
2023-01-20T02:09:00Z,7,55,20/01/2023 02:09
2023-01-20T02:14:00Z,7,55,20/01/2023 02:14
2023-01-20T02:19:00Z,7,55,20/01/2023 02:19
2023-01-20T02:24:00Z,7,55,20/01/2023 02:24
2023-01-20T02:29:00Z,7,56,20/01/2023 02:29
2023-01-20T02:34:00Z,7,56,20/01/2023 02:34
2023-01-20T02:39:00Z,7,56,20/01/2023 02:39
2023-01-20T02:44:00Z,7,56,20/01/2023 02:44
2023-01-20T02:49:00Z,7,56,20/01/2023 02:49
