timestamp,entry_id,temperature,rh,voltage
2023-03-30T11:10:29Z,1,20,0,2.94
2023-03-30T11:13:37Z,2,21,66,2.83
2023-03-30T11:29:37Z,3,20,78,2.97
2023-03-30T11:37:17Z,4,20,73,2.97
2023-03-30T11:41:47Z,5,20,65,
2023-03-30T11:46:47Z,6,19,67,
2023-03-30T11:51:47Z,7,19,68,
2023-03-30T11:56:47Z,8,19,68,
2023-03-30T12:01:47Z,9,19,67,
2023-03-30T12:06:47Z,10,19,67,
2023-03-30T12:11:47Z,11,19,68,
2023-03-30T12:16:47Z,12,19,69,
2023-03-30T12:21:47Z,13,19,69,
2023-03-30T12:26:47Z,14,19,69,
2023-03-30T12:31:47Z,15,19,68,
2023-03-30T12:36:47Z,16,19,68,2.96
2023-03-30T12:41:28Z,17,19,68,
2023-03-30T12:46:28Z,18,19,68,
2023-03-30T12:51:28Z,19,19,68,
2023-03-30T12:56:28Z,20,19,68,
2023-03-30T13:01:28Z,21,19,68,
2023-03-30T13:06:28Z,22,19,67,
2023-03-30T13:11:28Z,23,19,67,
2023-03-30T13:16:28Z,24,19,67,
2023-03-30T13:21:28Z,25,19,67,
2023-03-30T13:26:28Z,26,19,67,
2023-03-30T13:31:28Z,27,19,67,
2023-03-30T13:36:28Z,28,19,67,2.96
2023-03-30T13:41:10Z,29,19,66,
2023-03-30T13:46:10Z,30,19,66,
2023-03-30T13:51:10Z,31,19,66,
2023-03-30T13:56:10Z,32,19,66,
2023-03-30T14:01:10Z,33,19,66,
2023-03-30T14:06:10Z,34,19,66,
2023-03-30T14:11:10Z,35,19,66,
2023-03-30T14:16:10Z,36,19,66,
2023-03-30T14:21:10Z,37,19,66,
2023-03-30T14:26:10Z,38,19,66,
2023-03-30T14:31:10Z,39,19,66,
2023-03-30T14:36:10Z,40,19,66,2.96
2023-03-30T14:40:51Z,41,19,66,
2023-03-30T14:45:51Z,42,19,66,
2023-03-30T14:50:51Z,43,19,66,
2023-03-30T14:55:51Z,44,19,66,
2023-03-30T15:00:51Z,45,19,66,
2023-03-30T15:05:51Z,46,19,66,
2023-03-30T15:10:51Z,47,19,66,
2023-03-30T15:15:51Z,48,19,66,
2023-03-30T15:20:51Z,49,19,66,
2023-03-30T15:25:51Z,50,19,66,
2023-03-30T15:30:51Z,51,19,66,
2023-03-30T15:35:51Z,52,19,66,2.96
2023-03-30T15:40:31Z,53,19,66,
2023-03-30T15:45:31Z,54,19,66,
2023-03-30T15:50:31Z,55,19,66,
2023-03-30T15:55:31Z,56,19,66,
2023-03-30T16:00:31Z,57,19,66,
2023-03-30T16:05:31Z,58,19,66,
2023-03-30T16:10:31Z,59,19,66,
2023-03-30T16:15:31Z,60,19,66,
2023-03-30T16:20:31Z,61,19,66,
2023-03-30T16:25:31Z,62,19,65,
2023-03-30T16:30:31Z,63,19,65,
2023-03-30T16:35:31Z,64,19,66,2.95
2023-03-30T16:40:12Z,65,19,66,
2023-03-30T16:45:12Z,66,19,65,
2023-03-30T16:50:12Z,67,19,65,
2023-03-30T16:55:12Z,68,19,65,
2023-03-30T17:00:12Z,69,19,65,
2023-03-30T17:05:12Z,70,19,65,
2023-03-30T17:10:12Z,71,19,65,
2023-03-30T17:15:12Z,72,19,65,
2023-03-30T17:20:12Z,73,19,66,
2023-03-30T17:25:12Z,74,19,66,
2023-03-30T17:30:12Z,75,19,66,
2023-03-30T17:35:12Z,76,19,66,2.96
2023-03-30T17:39:54Z,77,19,66,
2023-03-30T17:44:54Z,78,19,66,
2023-03-30T17:49:54Z,79,19,66,
2023-03-30T17:54:54Z,80,19,66,
2023-03-30T17:59:54Z,81,19,66,
2023-03-30T18:04:54Z,82,19,66,
2023-03-30T18:09:54Z,83,19,66,
2023-03-30T18:14:54Z,84,19,66,
2023-03-30T18:19:54Z,85,19,66,
2023-03-30T18:24:54Z,86,19,66,
2023-03-30T18:29:54Z,87,19,66,
2023-03-30T18:34:54Z,88,19,66,2.95
2023-03-30T18:39:36Z,89,19,66,
2023-03-30T18:44:36Z,90,19,66,
2023-03-30T18:49:36Z,91,19,66,
2023-03-30T18:54:36Z,92,19,66,
2023-03-30T18:59:36Z,93,19,66,
2023-03-30T19:04:36Z,94,19,66,
2023-03-30T19:09:36Z,95,19,66,
2023-03-30T19:14:36Z,96,19,66,
2023-03-30T19:19:36Z,97,19,66,
2023-03-30T19:24:36Z,98,19,66,
2023-03-30T19:29:36Z,99,19,66,
2023-03-30T19:34:36Z,100,19,66,2.95
2023-03-30T19:39:17Z,101,19,66,
2023-03-30T19:44:17Z,102,19,66,
2023-03-30T19:49:17Z,103,19,66,
2023-03-30T19:54:17Z,104,19,66,
2023-03-30T19:59:17Z,105,19,66,
2023-03-30T20:04:17Z,106,19,66,
2023-03-30T20:09:17Z,107,19,66,
2023-03-30T20:14:17Z,108,19,66,
2023-03-30T20:19:17Z,109,19,66,
2023-03-30T20:24:17Z,110,19,66,
2023-03-30T20:29:17Z,111,19,65,
2023-03-30T20:34:17Z,112,19,66,2.95
2023-03-30T20:38:58Z,113,19,65,
2023-03-30T20:43:58Z,114,19,65,
2023-03-30T20:48:58Z,115,19,65,
2023-03-30T20:53:58Z,116,19,66,
2023-03-30T20:58:58Z,117,19,66,
2023-03-30T21:03:58Z,118,19,65,
2023-03-30T21:08:58Z,119,20,65,
2023-03-30T21:13:58Z,120,20,65,
2023-03-30T21:18:58Z,121,20,65,
2023-03-30T21:23:58Z,122,20,65,
2023-03-30T21:28:58Z,123,19,65,
2023-03-30T21:33:58Z,124,19,65,2.95
