timestamp,temperature,rh
2022-10-27T16:32:00Z,21,54
2022-10-27T16:37:00Z,21,54
2022-10-27T16:42:00Z,21,49
2022-10-27T16:47:00Z,20,52
2022-10-27T16:52:00Z,20,53
2022-10-27T16:57:00Z,19,54
2022-10-27T16:59:00Z,20,54
2022-10-30T10:31:00Z,19,45
2022-10-30T10:36:00Z,18,46
2022-10-30T10:41:00Z,16,52
2022-10-30T10:46:00Z,14,57
2022-10-30T10:51:00Z,14,59
2022-10-30T10:56:00Z,14,60
2022-10-30T11:01:00Z,14,60
2022-10-30T11:06:00Z,13,60
2022-10-30T11:11:00Z,13,60
2022-10-30T11:16:00Z,14,60
2022-10-30T11:21:00Z,14,60
2022-10-30T11:26:00Z,14,60
2022-10-30T11:31:00Z,14,60
2022-10-30T11:36:00Z,14,60
2022-10-30T11:41:00Z,14,60
2022-10-30T11:46:00Z,14,60
2022-10-30T11:51:00Z,14,60
2022-10-30T11:56:00Z,14,60
2022-10-30T12:01:00Z,14,60
2022-10-30T12:06:00Z,14,60
2022-10-30T12:11:00Z,14,59
2022-10-30T12:16:00Z,14,59
2022-10-30T12:21:00Z,14,59
2022-10-30T12:26:00Z,14,58
2022-10-30T12:31:00Z,14,58
2022-10-30T12:36:00Z,14,58
2022-10-30T12:41:00Z,14,58
2022-10-30T12:46:00Z,14,58
2022-10-30T12:51:00Z,14,58
2022-10-30T12:56:00Z,14,58
2022-10-30T13:01:00Z,15,58
2022-10-30T13:06:00Z,14,58
2022-10-30T13:11:00Z,14,58
2022-10-30T13:16:00Z,14,58
2022-10-30T13:21:00Z,15,58
2022-10-30T13:26:00Z,15,57
2022-10-30T13:31:00Z,15,57
2022-10-30T13:36:00Z,15,57
2022-10-30T13:41:00Z,15,57
2022-10-30T13:46:00Z,15,57
2022-10-30T13:51:00Z,15,57
2022-10-30T13:56:00Z,15,57
2022-10-30T14:01:00Z,15,57
2022-10-30T14:06:00Z,15,57
2022-10-30T14:11:00Z,15,57
2022-10-30T14:16:00Z,15,57
2022-10-30T14:21:00Z,15,57
2022-10-30T14:26:00Z,15,57
2022-10-30T14:31:00Z,15,57
2022-10-30T14:36:00Z,15,57
2022-10-30T14:41:00Z,15,57
2022-10-30T14:46:00Z,15,57
2022-10-30T14:51:00Z,15,57
2022-10-30T14:56:00Z,15,57
2022-10-30T15:01:00Z,15,58
2022-10-30T15:06:00Z,15,57
2022-10-30T15:11:00Z,15,57
2022-10-30T15:16:00Z,15,58
2022-10-30T15:21:00Z,15,58
2022-10-30T15:26:00Z,14,58
2022-10-30T15:31:00Z,14,58
2022-10-30T15:36:00Z,14,58
2022-10-30T15:41:00Z,14,58
2022-10-30T15:46:00Z,14,58
2022-10-30T15:51:00Z,14,59
2022-10-30T15:56:00Z,14,59
2022-10-30T16:01:00Z,14,59
2022-10-30T16:06:00Z,14,59
2022-10-30T16:11:00Z,14,59
2022-10-30T16:16:00Z,14,59
2022-10-30T16:21:00Z,14,59
2022-10-30T16:26:00Z,14,59
2022-10-30T16:31:00Z,14,59
2022-10-30T16:36:00Z,14,59
2022-10-30T16:41:00Z,14,60
2022-10-30T16:46:00Z,14,60
2022-10-30T16:51:00Z,14,60
2022-10-30T16:56:00Z,14,60
2022-10-30T17:01:00Z,14,60
2022-10-30T17:06:00Z,14,61
2022-10-30T17:11:00Z,14,61
2022-10-30T17:16:00Z,14,61
2022-10-30T17:21:00Z,14,61
2022-10-30T17:26:00Z,14,62
2022-10-30T17:31:00Z,14,62
2022-10-30T17:36:00Z,14,62
2022-10-30T17:41:00Z,14,62
2022-10-30T17:46:00Z,14,63
2022-10-30T17:51:00Z,14,63
2022-10-30T17:56:00Z,15,63
2022-10-30T18:01:00Z,15,63
2022-10-30T18:06:00Z,15,64
2022-10-30T18:11:00Z,15,64
2022-10-30T18:16:00Z,15,65
2022-10-30T18:21:00Z,15,66
2022-10-30T18:26:00Z,15,67
2022-10-30T18:31:00Z,15,67
2022-10-30T18:36:00Z,15,68
2022-10-30T18:41:00Z,16,69
2022-10-30T18:46:00Z,16,70
2022-10-30T18:51:00Z,16,70
2022-10-30T18:56:00Z,16,71
2022-10-30T19:01:00Z,16,70
2022-10-30T19:06:00Z,16,71
2022-10-30T19:11:00Z,16,72
2022-10-30T19:16:00Z,16,70
2022-10-30T19:21:00Z,16,69
2022-10-30T19:26:00Z,16,69
2022-10-30T19:31:00Z,16,69
2022-10-30T19:36:00Z,16,69
2022-10-30T19:41:00Z,16,72
2022-10-30T19:46:00Z,16,71
2022-10-30T19:51:00Z,16,72
2022-10-30T19:56:00Z,16,70
2022-10-30T20:01:00Z,16,68
2022-10-30T20:06:00Z,16,70
2022-10-30T20:11:00Z,16,69
2022-10-30T20:16:00Z,15,69
2022-10-30T20:21:00Z,15,66
2022-10-30T20:26:00Z,15,67
2022-10-30T20:31:00Z,15,67
2022-10-30T20:36:00Z,15,67
2022-10-30T20:41:00Z,15,67
2022-10-30T20:46:00Z,15,69
2022-10-30T20:51:00Z,15,69
2022-10-30T20:56:00Z,15,70
2022-10-30T21:01:00Z,15,70
2022-10-30T21:06:00Z,15,70
2022-10-30T21:11:00Z,15,70
2022-10-30T21:16:00Z,15,69
2022-10-30T21:21:00Z,14,68
2022-10-30T21:26:00Z,14,69
2022-10-30T21:31:00Z,14,69
2022-10-30T21:36:00Z,14,69
2022-10-30T21:41:00Z,14,69
2022-10-30T21:46:00Z,14,68
