timestamp,entry_id,temperature,rh,awake_time
2023-05-22T13:47:07Z,2240,16,72,3.0
2023-05-22T13:51:43Z,2241,17,67,73.0
2023-05-22T13:56:28Z,2242,17,68,83.0
2023-05-22T14:01:19Z,2243,17,69,90.0
2023-05-22T15:00:43Z,2255,17,69,108.0
2023-05-22T16:00:09Z,2267,17,69,123.0
2023-05-22T16:59:40Z,2279,17,68,138.0
2023-05-22T20:58:15Z,2327,17,68,183.0
2023-05-23T00:56:52Z,2375,16,67,225.0
2023-05-23T04:55:38Z,2423,15,68,268.0
2023-05-23T08:54:09Z,2471,15,68,322.0
2023-05-23T09:53:36Z,2483,15,68,337.0
2023-05-23T10:53:03Z,2495,16,68,353.0
2023-05-23T11:08:17Z,2496,16,67,402.0
2023-05-23T11:13:09Z,2497,16,67,409.0
2023-05-23T12:12:34Z,2509,16,67,428.0
2023-05-23T13:12:00Z,2521,16,66,444.0
2023-05-23T14:11:28Z,2533,16,65,458.0
2023-05-23T15:10:57Z,2545,17,65,474.0
2023-05-23T16:10:22Z,2557,17,65,493.0
2023-05-23T17:09:53Z,2569,17,65,507.0
2023-05-23T21:08:27Z,2617,16,65,553.0
2023-05-24T01:07:03Z,2665,16,66,595.0
2023-05-24T05:05:38Z,2713,15,67,637.0
2023-05-24T06:05:04Z,2725,15,67,652.0
2023-05-24T07:04:30Z,2737,14,67,666.0
2023-05-24T08:03:56Z,2749,14,67,681.0
2023-05-24T08:19:13Z,2750,14,67,729.0
2023-05-24T08:23:59Z,2751,15,67,740.0
2023-05-24T09:23:25Z,2763,15,68,755.0
2023-05-24T10:22:52Z,2775,15,68,770.0
2023-05-24T11:22:18Z,2787,15,68,786.0
2023-05-24T12:21:45Z,2799,16,67,800.0
2023-05-24T13:21:13Z,2811,16,67,815.0
2023-05-24T14:20:39Z,2823,16,67,831.0
2023-05-24T15:20:10Z,2835,17,67,846.0
2023-05-24T16:19:37Z,2847,17,66,866.0
2023-05-24T17:19:08Z,2859,18,63,885.0
2023-05-24T21:17:46Z,2907,17,65,932.0
2023-05-25T01:16:20Z,2955,16,66,979.0
2023-05-25T05:14:58Z,3003,15,67,1022.0
2023-05-25T05:30:11Z,3004,15,67,1076.0
2023-05-25T05:35:06Z,3005,15,67,1083.0
2023-05-25T09:33:46Z,3053,15,67,1133.0
2023-05-25T13:32:26Z,3101,17,66,1182.0
2023-05-25T14:31:27Z,3113,17,66,1202.0
2023-05-25T15:30:50Z,3125,18,66,1216.0
2023-05-25T16:30:18Z,3137,18,66,1231.0
2023-05-25T17:29:45Z,3149,19,64,1245.0
2023-05-25T21:28:23Z,3197,18,65,1287.0
2023-05-26T01:26:59Z,3245,17,66,1329.0
2023-05-26T02:41:57Z,3246,17,66,1387.0
2023-05-26T02:46:47Z,3247,17,66,1394.0
2023-05-26T06:45:24Z,3295,16,67,1439.0
2023-05-26T10:44:04Z,3343,16,67,1483.0
2023-05-26T11:43:29Z,3355,16,67,1502.0
2023-05-26T16:41:34Z,3403,18,66,1559.0
2023-05-26T17:41:04Z,3415,19,65,1575.0
2023-05-26T21:39:39Z,3463,18,66,1620.0
2023-05-26T23:54:20Z,3464,18,66,1686.0
2023-05-26T23:59:11Z,3465,18,66,1694.0
2023-05-27T03:57:44Z,3513,17,66,1740.0
2023-05-27T07:56:25Z,3561,16,66,1782.0
2023-05-27T08:55:49Z,3573,17,66,1801.0
2023-05-27T09:55:15Z,3585,17,66,1817.0
2023-05-27T10:54:43Z,3597,17,66,1831.0
2023-05-27T11:54:10Z,3609,17,65,1846.0
2023-05-27T12:53:44Z,3621,18,65,1862.0
2023-05-27T16:52:17Z,3669,18,64,1912.0
2023-05-27T17:51:44Z,3681,18,64,1927.0
2023-05-27T21:06:07Z,3682,18,64,2002.0
2023-05-27T21:11:03Z,3683,18,64,2009.0
2023-05-28T01:09:35Z,3731,17,64,2058.0
2023-05-28T05:08:12Z,3779,16,65,2100.0
2023-05-28T06:07:41Z,3791,16,65,2116.0
2023-05-28T07:07:08Z,3803,15,66,2135.0
2023-05-28T08:06:33Z,3815,15,66,2154.0
2023-05-28T09:06:00Z,3827,16,61,2169.0
2023-05-28T10:05:27Z,3839,18,63,2185.0
